Seriation_Number	Assemblage	Parkin_Punctated	Barton/Kent/MPI	Painted	Fortune_Noded	Ranch_Incised	Walls_Engraved	Wallace_Incised	Rhodes_Incised	Vernon_Paul_Applique	Hull_Engraved
158	13-N-4	71	67	96	0	3	4	0	0	0	0
158	13-N-5	35	11	33	0	0	0	0	0	0	0
158	13-O-10	60	74	79	0	2	8	0	2	0	0

159	13-N-4	71	67	96	0	3	4	0	0	0	0
159	13-N-5	35	11	33	0	0	0	0	0	0	0
159	10-P-1	39	62	46	0	0	0	0	0	0	6

160	13-N-4	71	67	96	0	3	4	0	0	0	0
160	13-N-5	35	11	33	0	0	0	0	0	0	0
160	11-O-10	404	208	6	16	4	0	0	0	0	0

161	13-N-4	71	67	96	0	3	4	0	0	0	0
161	13-N-5	35	11	33	0	0	0	0	0	0	0
161	12-N-3	549	328	77	19	4	0	3	1	2	0

162	13-N-4	71	67	96	0	3	4	0	0	0	0
162	13-N-5	35	11	33	0	0	0	0	0	0	0
162	11-N-1	865	323	59	17	35	0	0	0	4	0

163	13-N-4	71	67	96	0	3	4	0	0	0	0
163	13-N-5	35	11	33	0	0	0	0	0	0	0
163	13-O-5	923	637	42	12	33	27	14	13	5	2

164	13-N-4	71	67	96	0	3	4	0	0	0	0
164	13-N-5	35	11	33	0	0	0	0	0	0	0
164	12-O-5	204	156	42	7	8	4	2	1	0	0

165	13-N-4	71	67	96	0	3	4	0	0	0	0
165	13-N-5	35	11	33	0	0	0	0	0	0	0
165	11-N-4	764	470	18	5	9	0	0	0	0	0

166	13-P-1	244	40	18	1	16	21	0	14	0	6
166	13-O-10	60	74	79	0	2	8	0	2	0	0
166	11-N-9	528	198	13	0	19	0	0	0	0	0

167	13-P-1	244	40	18	1	16	21	0	14	0	6
167	10-P-1	39	62	46	0	0	0	0	0	0	6
167	11-N-9	528	198	13	0	19	0	0	0	0	0

168	13-P-1	244	40	18	1	16	21	0	14	0	6
168	10-P-1	39	62	46	0	0	0	0	0	0	6
168	13-O-10	60	74	79	0	2	8	0	2	0	0

169	13-P-1	244	40	18	1	16	21	0	14	0	6
169	11-O-10	404	208	6	16	4	0	0	0	0	0
169	11-N-9	528	198	13	0	19	0	0	0	0	0

170	13-P-1	244	40	18	1	16	21	0	14	0	6
170	11-O-10	404	208	6	16	4	0	0	0	0	0
170	13-O-10	60	74	79	0	2	8	0	2	0	0

171	13-P-1	244	40	18	1	16	21	0	14	0	6
171	11-O-10	404	208	6	16	4	0	0	0	0	0
171	10-P-1	39	62	46	0	0	0	0	0	0	6

172	13-P-1	244	40	18	1	16	21	0	14	0	6
172	12-N-3	549	328	77	19	4	0	3	1	2	0
172	11-N-9	528	198	13	0	19	0	0	0	0	0

173	13-P-1	244	40	18	1	16	21	0	14	0	6
173	12-N-3	549	328	77	19	4	0	3	1	2	0
173	13-O-10	60	74	79	0	2	8	0	2	0	0

174	13-P-1	244	40	18	1	16	21	0	14	0	6
174	12-N-3	549	328	77	19	4	0	3	1	2	0
174	10-P-1	39	62	46	0	0	0	0	0	0	6

175	13-P-1	244	40	18	1	16	21	0	14	0	6
175	12-N-3	549	328	77	19	4	0	3	1	2	0
175	11-O-10	404	208	6	16	4	0	0	0	0	0

176	13-P-1	244	40	18	1	16	21	0	14	0	6
176	11-N-1	865	323	59	17	35	0	0	0	4	0
176	11-N-9	528	198	13	0	19	0	0	0	0	0

177	13-P-1	244	40	18	1	16	21	0	14	0	6
177	11-N-1	865	323	59	17	35	0	0	0	4	0
177	13-O-10	60	74	79	0	2	8	0	2	0	0

178	13-P-1	244	40	18	1	16	21	0	14	0	6
178	11-N-1	865	323	59	17	35	0	0	0	4	0
178	10-P-1	39	62	46	0	0	0	0	0	0	6

179	13-P-1	244	40	18	1	16	21	0	14	0	6
179	11-N-1	865	323	59	17	35	0	0	0	4	0
179	11-O-10	404	208	6	16	4	0	0	0	0	0

180	13-P-1	244	40	18	1	16	21	0	14	0	6
180	11-N-1	865	323	59	17	35	0	0	0	4	0
180	12-N-3	549	328	77	19	4	0	3	1	2	0

181	13-P-1	244	40	18	1	16	21	0	14	0	6
181	13-O-5	923	637	42	12	33	27	14	13	5	2
181	11-N-9	528	198	13	0	19	0	0	0	0	0

182	13-P-1	244	40	18	1	16	21	0	14	0	6
182	13-O-5	923	637	42	12	33	27	14	13	5	2
182	13-O-10	60	74	79	0	2	8	0	2	0	0

183	13-P-1	244	40	18	1	16	21	0	14	0	6
183	13-O-5	923	637	42	12	33	27	14	13	5	2
183	10-P-1	39	62	46	0	0	0	0	0	0	6

184	13-P-1	244	40	18	1	16	21	0	14	0	6
184	13-O-5	923	637	42	12	33	27	14	13	5	2
184	11-O-10	404	208	6	16	4	0	0	0	0	0

185	13-P-1	244	40	18	1	16	21	0	14	0	6
185	13-O-5	923	637	42	12	33	27	14	13	5	2
185	12-N-3	549	328	77	19	4	0	3	1	2	0

186	13-P-1	244	40	18	1	16	21	0	14	0	6
186	13-O-5	923	637	42	12	33	27	14	13	5	2
186	11-N-1	865	323	59	17	35	0	0	0	4	0

187	13-P-1	244	40	18	1	16	21	0	14	0	6
187	12-O-5	204	156	42	7	8	4	2	1	0	0
187	11-N-9	528	198	13	0	19	0	0	0	0	0

188	13-P-1	244	40	18	1	16	21	0	14	0	6
188	12-O-5	204	156	42	7	8	4	2	1	0	0
188	13-O-10	60	74	79	0	2	8	0	2	0	0

189	13-P-1	244	40	18	1	16	21	0	14	0	6
189	12-O-5	204	156	42	7	8	4	2	1	0	0
189	10-P-1	39	62	46	0	0	0	0	0	0	6

190	13-P-1	244	40	18	1	16	21	0	14	0	6
190	12-O-5	204	156	42	7	8	4	2	1	0	0
190	11-O-10	404	208	6	16	4	0	0	0	0	0

191	13-P-1	244	40	18	1	16	21	0	14	0	6
191	12-O-5	204	156	42	7	8	4	2	1	0	0
191	12-N-3	549	328	77	19	4	0	3	1	2	0

192	13-P-1	244	40	18	1	16	21	0	14	0	6
192	12-O-5	204	156	42	7	8	4	2	1	0	0
192	11-N-1	865	323	59	17	35	0	0	0	4	0

193	13-P-1	244	40	18	1	16	21	0	14	0	6
193	12-O-5	204	156	42	7	8	4	2	1	0	0
193	13-O-5	923	637	42	12	33	27	14	13	5	2

194	13-P-1	244	40	18	1	16	21	0	14	0	6
194	11-N-4	764	470	18	5	9	0	0	0	0	0
194	11-N-9	528	198	13	0	19	0	0	0	0	0

195	13-P-1	244	40	18	1	16	21	0	14	0	6
195	11-N-4	764	470	18	5	9	0	0	0	0	0
195	13-O-10	60	74	79	0	2	8	0	2	0	0

196	13-P-1	244	40	18	1	16	21	0	14	0	6
196	11-N-4	764	470	18	5	9	0	0	0	0	0
196	10-P-1	39	62	46	0	0	0	0	0	0	6

197	13-P-1	244	40	18	1	16	21	0	14	0	6
197	11-N-4	764	470	18	5	9	0	0	0	0	0
197	11-O-10	404	208	6	16	4	0	0	0	0	0

198	13-P-1	244	40	18	1	16	21	0	14	0	6
198	11-N-4	764	470	18	5	9	0	0	0	0	0
198	12-N-3	549	328	77	19	4	0	3	1	2	0

199	13-P-1	244	40	18	1	16	21	0	14	0	6
199	11-N-4	764	470	18	5	9	0	0	0	0	0
199	11-N-1	865	323	59	17	35	0	0	0	4	0

200	13-P-1	244	40	18	1	16	21	0	14	0	6
200	11-N-4	764	470	18	5	9	0	0	0	0	0
200	13-O-5	923	637	42	12	33	27	14	13	5	2

201	13-P-1	244	40	18	1	16	21	0	14	0	6
201	11-N-4	764	470	18	5	9	0	0	0	0	0
201	12-O-5	204	156	42	7	8	4	2	1	0	0

202	13-P-1	244	40	18	1	16	21	0	14	0	6
202	13-N-5	35	11	33	0	0	0	0	0	0	0
202	11-N-9	528	198	13	0	19	0	0	0	0	0

203	13-P-1	244	40	18	1	16	21	0	14	0	6
203	13-N-5	35	11	33	0	0	0	0	0	0	0
203	13-O-10	60	74	79	0	2	8	0	2	0	0

204	13-P-1	244	40	18	1	16	21	0	14	0	6
204	13-N-5	35	11	33	0	0	0	0	0	0	0
204	10-P-1	39	62	46	0	0	0	0	0	0	6

205	13-P-1	244	40	18	1	16	21	0	14	0	6
205	13-N-5	35	11	33	0	0	0	0	0	0	0
205	11-O-10	404	208	6	16	4	0	0	0	0	0

206	13-P-1	244	40	18	1	16	21	0	14	0	6
206	13-N-5	35	11	33	0	0	0	0	0	0	0
206	12-N-3	549	328	77	19	4	0	3	1	2	0

207	13-P-1	244	40	18	1	16	21	0	14	0	6
207	13-N-5	35	11	33	0	0	0	0	0	0	0
207	11-N-1	865	323	59	17	35	0	0	0	4	0

208	13-P-1	244	40	18	1	16	21	0	14	0	6
208	13-N-5	35	11	33	0	0	0	0	0	0	0
208	13-O-5	923	637	42	12	33	27	14	13	5	2

209	13-P-1	244	40	18	1	16	21	0	14	0	6
209	13-N-5	35	11	33	0	0	0	0	0	0	0
209	12-O-5	204	156	42	7	8	4	2	1	0	0

210	13-P-1	244	40	18	1	16	21	0	14	0	6
210	13-N-5	35	11	33	0	0	0	0	0	0	0
210	11-N-4	764	470	18	5	9	0	0	0	0	0

211	13-P-1	244	40	18	1	16	21	0	14	0	6
211	13-N-4	71	67	96	0	3	4	0	0	0	0
211	11-N-9	528	198	13	0	19	0	0	0	0	0

212	13-P-1	244	40	18	1	16	21	0	14	0	6
212	13-N-4	71	67	96	0	3	4	0	0	0	0
212	13-O-10	60	74	79	0	2	8	0	2	0	0

213	13-P-1	244	40	18	1	16	21	0	14	0	6
213	13-N-4	71	67	96	0	3	4	0	0	0	0
213	10-P-1	39	62	46	0	0	0	0	0	0	6

214	13-P-1	244	40	18	1	16	21	0	14	0	6
214	13-N-4	71	67	96	0	3	4	0	0	0	0
214	11-O-10	404	208	6	16	4	0	0	0	0	0

215	13-P-1	244	40	18	1	16	21	0	14	0	6
215	13-N-4	71	67	96	0	3	4	0	0	0	0
215	12-N-3	549	328	77	19	4	0	3	1	2	0

216	13-P-1	244	40	18	1	16	21	0	14	0	6
216	13-N-4	71	67	96	0	3	4	0	0	0	0
216	11-N-1	865	323	59	17	35	0	0	0	4	0

217	13-P-1	244	40	18	1	16	21	0	14	0	6
217	13-N-4	71	67	96	0	3	4	0	0	0	0
217	13-O-5	923	637	42	12	33	27	14	13	5	2

218	13-P-1	244	40	18	1	16	21	0	14	0	6
218	13-N-4	71	67	96	0	3	4	0	0	0	0
218	12-O-5	204	156	42	7	8	4	2	1	0	0

219	13-P-1	244	40	18	1	16	21	0	14	0	6
219	13-N-4	71	67	96	0	3	4	0	0	0	0
219	11-N-4	764	470	18	5	9	0	0	0	0	0

220	13-P-1	244	40	18	1	16	21	0	14	0	6
220	13-N-4	71	67	96	0	3	4	0	0	0	0
220	13-N-5	35	11	33	0	0	0	0	0	0	0

221	13-O-7	590	498	67	10	21	19	12	8	7	1
221	13-O-10	60	74	79	0	2	8	0	2	0	0
221	11-N-9	528	198	13	0	19	0	0	0	0	0

222	13-O-7	590	498	67	10	21	19	12	8	7	1
222	10-P-1	39	62	46	0	0	0	0	0	0	6
222	11-N-9	528	198	13	0	19	0	0	0	0	0

223	13-O-7	590	498	67	10	21	19	12	8	7	1
223	10-P-1	39	62	46	0	0	0	0	0	0	6
223	13-O-10	60	74	79	0	2	8	0	2	0	0

224	13-O-7	590	498	67	10	21	19	12	8	7	1
224	11-O-10	404	208	6	16	4	0	0	0	0	0
224	11-N-9	528	198	13	0	19	0	0	0	0	0

225	13-O-7	590	498	67	10	21	19	12	8	7	1
225	11-O-10	404	208	6	16	4	0	0	0	0	0
225	13-O-10	60	74	79	0	2	8	0	2	0	0

226	13-O-7	590	498	67	10	21	19	12	8	7	1
226	11-O-10	404	208	6	16	4	0	0	0	0	0
226	10-P-1	39	62	46	0	0	0	0	0	0	6

227	13-O-7	590	498	67	10	21	19	12	8	7	1
227	12-N-3	549	328	77	19	4	0	3	1	2	0
227	11-N-9	528	198	13	0	19	0	0	0	0	0

228	13-O-7	590	498	67	10	21	19	12	8	7	1
228	12-N-3	549	328	77	19	4	0	3	1	2	0
228	13-O-10	60	74	79	0	2	8	0	2	0	0

229	13-O-7	590	498	67	10	21	19	12	8	7	1
229	12-N-3	549	328	77	19	4	0	3	1	2	0
229	10-P-1	39	62	46	0	0	0	0	0	0	6

230	13-O-7	590	498	67	10	21	19	12	8	7	1
230	12-N-3	549	328	77	19	4	0	3	1	2	0
230	11-O-10	404	208	6	16	4	0	0	0	0	0

231	13-O-7	590	498	67	10	21	19	12	8	7	1
231	11-N-1	865	323	59	17	35	0	0	0	4	0
231	11-N-9	528	198	13	0	19	0	0	0	0	0

232	13-O-7	590	498	67	10	21	19	12	8	7	1
232	11-N-1	865	323	59	17	35	0	0	0	4	0
232	13-O-10	60	74	79	0	2	8	0	2	0	0

233	13-O-7	590	498	67	10	21	19	12	8	7	1
233	11-N-1	865	323	59	17	35	0	0	0	4	0
233	10-P-1	39	62	46	0	0	0	0	0	0	6

234	13-O-7	590	498	67	10	21	19	12	8	7	1
234	11-N-1	865	323	59	17	35	0	0	0	4	0
234	11-O-10	404	208	6	16	4	0	0	0	0	0

235	13-O-7	590	498	67	10	21	19	12	8	7	1
235	11-N-1	865	323	59	17	35	0	0	0	4	0
235	12-N-3	549	328	77	19	4	0	3	1	2	0

236	13-O-7	590	498	67	10	21	19	12	8	7	1
236	13-O-5	923	637	42	12	33	27	14	13	5	2
236	11-N-9	528	198	13	0	19	0	0	0	0	0

237	13-O-7	590	498	67	10	21	19	12	8	7	1
237	13-O-5	923	637	42	12	33	27	14	13	5	2
237	13-O-10	60	74	79	0	2	8	0	2	0	0

238	13-O-7	590	498	67	10	21	19	12	8	7	1
238	13-O-5	923	637	42	12	33	27	14	13	5	2
238	10-P-1	39	62	46	0	0	0	0	0	0	6

239	13-O-7	590	498	67	10	21	19	12	8	7	1
239	13-O-5	923	637	42	12	33	27	14	13	5	2
239	11-O-10	404	208	6	16	4	0	0	0	0	0

240	13-O-7	590	498	67	10	21	19	12	8	7	1
240	13-O-5	923	637	42	12	33	27	14	13	5	2
240	12-N-3	549	328	77	19	4	0	3	1	2	0

241	13-O-7	590	498	67	10	21	19	12	8	7	1
241	13-O-5	923	637	42	12	33	27	14	13	5	2
241	11-N-1	865	323	59	17	35	0	0	0	4	0

242	13-O-7	590	498	67	10	21	19	12	8	7	1
242	12-O-5	204	156	42	7	8	4	2	1	0	0
242	11-N-9	528	198	13	0	19	0	0	0	0	0

243	13-O-7	590	498	67	10	21	19	12	8	7	1
243	12-O-5	204	156	42	7	8	4	2	1	0	0
243	13-O-10	60	74	79	0	2	8	0	2	0	0

244	13-O-7	590	498	67	10	21	19	12	8	7	1
244	12-O-5	204	156	42	7	8	4	2	1	0	0
244	10-P-1	39	62	46	0	0	0	0	0	0	6

245	13-O-7	590	498	67	10	21	19	12	8	7	1
245	12-O-5	204	156	42	7	8	4	2	1	0	0
245	11-O-10	404	208	6	16	4	0	0	0	0	0

246	13-O-7	590	498	67	10	21	19	12	8	7	1
246	12-O-5	204	156	42	7	8	4	2	1	0	0
246	12-N-3	549	328	77	19	4	0	3	1	2	0

247	13-O-7	590	498	67	10	21	19	12	8	7	1
247	12-O-5	204	156	42	7	8	4	2	1	0	0
247	11-N-1	865	323	59	17	35	0	0	0	4	0

248	13-O-7	590	498	67	10	21	19	12	8	7	1
248	12-O-5	204	156	42	7	8	4	2	1	0	0
248	13-O-5	923	637	42	12	33	27	14	13	5	2

249	13-O-7	590	498	67	10	21	19	12	8	7	1
249	11-N-4	764	470	18	5	9	0	0	0	0	0
249	11-N-9	528	198	13	0	19	0	0	0	0	0

250	13-O-7	590	498	67	10	21	19	12	8	7	1
250	11-N-4	764	470	18	5	9	0	0	0	0	0
250	13-O-10	60	74	79	0	2	8	0	2	0	0

251	13-O-7	590	498	67	10	21	19	12	8	7	1
251	11-N-4	764	470	18	5	9	0	0	0	0	0
251	10-P-1	39	62	46	0	0	0	0	0	0	6

252	13-O-7	590	498	67	10	21	19	12	8	7	1
252	11-N-4	764	470	18	5	9	0	0	0	0	0
252	11-O-10	404	208	6	16	4	0	0	0	0	0

253	13-O-7	590	498	67	10	21	19	12	8	7	1
253	11-N-4	764	470	18	5	9	0	0	0	0	0
253	12-N-3	549	328	77	19	4	0	3	1	2	0

254	13-O-7	590	498	67	10	21	19	12	8	7	1
254	11-N-4	764	470	18	5	9	0	0	0	0	0
254	11-N-1	865	323	59	17	35	0	0	0	4	0

255	13-O-7	590	498	67	10	21	19	12	8	7	1
255	11-N-4	764	470	18	5	9	0	0	0	0	0
255	13-O-5	923	637	42	12	33	27	14	13	5	2

256	13-O-7	590	498	67	10	21	19	12	8	7	1
256	11-N-4	764	470	18	5	9	0	0	0	0	0
256	12-O-5	204	156	42	7	8	4	2	1	0	0

257	13-O-7	590	498	67	10	21	19	12	8	7	1
257	13-N-5	35	11	33	0	0	0	0	0	0	0
257	11-N-9	528	198	13	0	19	0	0	0	0	0

258	13-O-7	590	498	67	10	21	19	12	8	7	1
258	13-N-5	35	11	33	0	0	0	0	0	0	0
258	13-O-10	60	74	79	0	2	8	0	2	0	0

259	13-O-7	590	498	67	10	21	19	12	8	7	1
259	13-N-5	35	11	33	0	0	0	0	0	0	0
259	10-P-1	39	62	46	0	0	0	0	0	0	6

260	13-O-7	590	498	67	10	21	19	12	8	7	1
260	13-N-5	35	11	33	0	0	0	0	0	0	0
260	11-O-10	404	208	6	16	4	0	0	0	0	0

261	13-O-7	590	498	67	10	21	19	12	8	7	1
261	13-N-5	35	11	33	0	0	0	0	0	0	0
261	12-N-3	549	328	77	19	4	0	3	1	2	0

262	13-O-7	590	498	67	10	21	19	12	8	7	1
262	13-N-5	35	11	33	0	0	0	0	0	0	0
262	11-N-1	865	323	59	17	35	0	0	0	4	0

263	13-O-7	590	498	67	10	21	19	12	8	7	1
263	13-N-5	35	11	33	0	0	0	0	0	0	0
263	13-O-5	923	637	42	12	33	27	14	13	5	2

264	13-O-7	590	498	67	10	21	19	12	8	7	1
264	13-N-5	35	11	33	0	0	0	0	0	0	0
264	12-O-5	204	156	42	7	8	4	2	1	0	0

265	13-O-7	590	498	67	10	21	19	12	8	7	1
265	13-N-5	35	11	33	0	0	0	0	0	0	0
265	11-N-4	764	470	18	5	9	0	0	0	0	0

266	13-O-7	590	498	67	10	21	19	12	8	7	1
266	13-N-4	71	67	96	0	3	4	0	0	0	0
266	11-N-9	528	198	13	0	19	0	0	0	0	0

267	13-O-7	590	498	67	10	21	19	12	8	7	1
267	13-N-4	71	67	96	0	3	4	0	0	0	0
267	13-O-10	60	74	79	0	2	8	0	2	0	0

268	13-O-7	590	498	67	10	21	19	12	8	7	1
268	13-N-4	71	67	96	0	3	4	0	0	0	0
268	10-P-1	39	62	46	0	0	0	0	0	0	6

269	13-O-7	590	498	67	10	21	19	12	8	7	1
269	13-N-4	71	67	96	0	3	4	0	0	0	0
269	11-O-10	404	208	6	16	4	0	0	0	0	0

270	13-O-7	590	498	67	10	21	19	12	8	7	1
270	13-N-4	71	67	96	0	3	4	0	0	0	0
270	12-N-3	549	328	77	19	4	0	3	1	2	0

271	13-O-7	590	498	67	10	21	19	12	8	7	1
271	13-N-4	71	67	96	0	3	4	0	0	0	0
271	11-N-1	865	323	59	17	35	0	0	0	4	0

272	13-O-7	590	498	67	10	21	19	12	8	7	1
272	13-N-4	71	67	96	0	3	4	0	0	0	0
272	13-O-5	923	637	42	12	33	27	14	13	5	2

273	13-O-7	590	498	67	10	21	19	12	8	7	1
273	13-N-4	71	67	96	0	3	4	0	0	0	0
273	12-O-5	204	156	42	7	8	4	2	1	0	0

274	13-O-7	590	498	67	10	21	19	12	8	7	1
274	13-N-4	71	67	96	0	3	4	0	0	0	0
274	11-N-4	764	470	18	5	9	0	0	0	0	0

275	13-O-7	590	498	67	10	21	19	12	8	7	1
275	13-N-4	71	67	96	0	3	4	0	0	0	0
275	13-N-5	35	11	33	0	0	0	0	0	0	0

276	13-O-7	590	498	67	10	21	19	12	8	7	1
276	13-P-1	244	40	18	1	16	21	0	14	0	6
276	11-N-9	528	198	13	0	19	0	0	0	0	0

277	13-O-7	590	498	67	10	21	19	12	8	7	1
277	13-P-1	244	40	18	1	16	21	0	14	0	6
277	13-O-10	60	74	79	0	2	8	0	2	0	0

278	13-O-7	590	498	67	10	21	19	12	8	7	1
278	13-P-1	244	40	18	1	16	21	0	14	0	6
278	10-P-1	39	62	46	0	0	0	0	0	0	6

279	13-O-7	590	498	67	10	21	19	12	8	7	1
279	13-P-1	244	40	18	1	16	21	0	14	0	6
279	11-O-10	404	208	6	16	4	0	0	0	0	0

280	13-O-7	590	498	67	10	21	19	12	8	7	1
280	13-P-1	244	40	18	1	16	21	0	14	0	6
280	12-N-3	549	328	77	19	4	0	3	1	2	0

281	13-O-7	590	498	67	10	21	19	12	8	7	1
281	13-P-1	244	40	18	1	16	21	0	14	0	6
281	11-N-1	865	323	59	17	35	0	0	0	4	0

282	13-O-7	590	498	67	10	21	19	12	8	7	1
282	13-P-1	244	40	18	1	16	21	0	14	0	6
282	13-O-5	923	637	42	12	33	27	14	13	5	2

283	13-O-7	590	498	67	10	21	19	12	8	7	1
283	13-P-1	244	40	18	1	16	21	0	14	0	6
283	12-O-5	204	156	42	7	8	4	2	1	0	0

284	13-O-7	590	498	67	10	21	19	12	8	7	1
284	13-P-1	244	40	18	1	16	21	0	14	0	6
284	11-N-4	764	470	18	5	9	0	0	0	0	0

285	13-O-7	590	498	67	10	21	19	12	8	7	1
285	13-P-1	244	40	18	1	16	21	0	14	0	6
285	13-N-5	35	11	33	0	0	0	0	0	0	0

286	13-O-7	590	498	67	10	21	19	12	8	7	1
286	13-P-1	244	40	18	1	16	21	0	14	0	6
286	13-N-4	71	67	96	0	3	4	0	0	0	0

287	13-P-10	30	15	12	0	12	12	0	7	2	1
287	13-O-10	60	74	79	0	2	8	0	2	0	0
287	11-N-9	528	198	13	0	19	0	0	0	0	0

288	13-P-10	30	15	12	0	12	12	0	7	2	1
288	10-P-1	39	62	46	0	0	0	0	0	0	6
288	11-N-9	528	198	13	0	19	0	0	0	0	0

289	13-P-10	30	15	12	0	12	12	0	7	2	1
289	10-P-1	39	62	46	0	0	0	0	0	0	6
289	13-O-10	60	74	79	0	2	8	0	2	0	0

290	13-P-10	30	15	12	0	12	12	0	7	2	1
290	11-O-10	404	208	6	16	4	0	0	0	0	0
290	11-N-9	528	198	13	0	19	0	0	0	0	0

291	13-P-10	30	15	12	0	12	12	0	7	2	1
291	11-O-10	404	208	6	16	4	0	0	0	0	0
291	13-O-10	60	74	79	0	2	8	0	2	0	0

292	13-P-10	30	15	12	0	12	12	0	7	2	1
292	11-O-10	404	208	6	16	4	0	0	0	0	0
292	10-P-1	39	62	46	0	0	0	0	0	0	6

293	13-P-10	30	15	12	0	12	12	0	7	2	1
293	12-N-3	549	328	77	19	4	0	3	1	2	0
293	11-N-9	528	198	13	0	19	0	0	0	0	0

294	13-P-10	30	15	12	0	12	12	0	7	2	1
294	12-N-3	549	328	77	19	4	0	3	1	2	0
294	13-O-10	60	74	79	0	2	8	0	2	0	0

295	13-P-10	30	15	12	0	12	12	0	7	2	1
295	12-N-3	549	328	77	19	4	0	3	1	2	0
295	10-P-1	39	62	46	0	0	0	0	0	0	6

296	13-P-10	30	15	12	0	12	12	0	7	2	1
296	12-N-3	549	328	77	19	4	0	3	1	2	0
296	11-O-10	404	208	6	16	4	0	0	0	0	0

297	13-P-10	30	15	12	0	12	12	0	7	2	1
297	11-N-1	865	323	59	17	35	0	0	0	4	0
297	11-N-9	528	198	13	0	19	0	0	0	0	0

298	13-P-10	30	15	12	0	12	12	0	7	2	1
298	11-N-1	865	323	59	17	35	0	0	0	4	0
298	13-O-10	60	74	79	0	2	8	0	2	0	0

299	13-P-10	30	15	12	0	12	12	0	7	2	1
299	11-N-1	865	323	59	17	35	0	0	0	4	0
299	10-P-1	39	62	46	0	0	0	0	0	0	6

300	13-P-10	30	15	12	0	12	12	0	7	2	1
300	11-N-1	865	323	59	17	35	0	0	0	4	0
300	11-O-10	404	208	6	16	4	0	0	0	0	0

301	13-P-10	30	15	12	0	12	12	0	7	2	1
301	11-N-1	865	323	59	17	35	0	0	0	4	0
301	12-N-3	549	328	77	19	4	0	3	1	2	0

302	13-P-10	30	15	12	0	12	12	0	7	2	1
302	13-O-5	923	637	42	12	33	27	14	13	5	2
302	11-N-9	528	198	13	0	19	0	0	0	0	0

303	13-P-10	30	15	12	0	12	12	0	7	2	1
303	13-O-5	923	637	42	12	33	27	14	13	5	2
303	13-O-10	60	74	79	0	2	8	0	2	0	0

304	13-P-10	30	15	12	0	12	12	0	7	2	1
304	13-O-5	923	637	42	12	33	27	14	13	5	2
304	10-P-1	39	62	46	0	0	0	0	0	0	6

305	13-P-10	30	15	12	0	12	12	0	7	2	1
305	13-O-5	923	637	42	12	33	27	14	13	5	2
305	11-O-10	404	208	6	16	4	0	0	0	0	0

306	13-P-10	30	15	12	0	12	12	0	7	2	1
306	13-O-5	923	637	42	12	33	27	14	13	5	2
306	12-N-3	549	328	77	19	4	0	3	1	2	0

307	13-P-10	30	15	12	0	12	12	0	7	2	1
307	13-O-5	923	637	42	12	33	27	14	13	5	2
307	11-N-1	865	323	59	17	35	0	0	0	4	0

308	13-P-10	30	15	12	0	12	12	0	7	2	1
308	12-O-5	204	156	42	7	8	4	2	1	0	0
308	11-N-9	528	198	13	0	19	0	0	0	0	0

309	13-P-10	30	15	12	0	12	12	0	7	2	1
309	12-O-5	204	156	42	7	8	4	2	1	0	0
309	13-O-10	60	74	79	0	2	8	0	2	0	0

310	13-P-10	30	15	12	0	12	12	0	7	2	1
310	12-O-5	204	156	42	7	8	4	2	1	0	0
310	10-P-1	39	62	46	0	0	0	0	0	0	6

311	13-P-10	30	15	12	0	12	12	0	7	2	1
311	12-O-5	204	156	42	7	8	4	2	1	0	0
311	11-O-10	404	208	6	16	4	0	0	0	0	0

312	13-P-10	30	15	12	0	12	12	0	7	2	1
312	12-O-5	204	156	42	7	8	4	2	1	0	0
312	12-N-3	549	328	77	19	4	0	3	1	2	0

313	13-P-10	30	15	12	0	12	12	0	7	2	1
313	12-O-5	204	156	42	7	8	4	2	1	0	0
313	11-N-1	865	323	59	17	35	0	0	0	4	0

314	13-P-10	30	15	12	0	12	12	0	7	2	1
314	12-O-5	204	156	42	7	8	4	2	1	0	0
314	13-O-5	923	637	42	12	33	27	14	13	5	2

315	13-P-10	30	15	12	0	12	12	0	7	2	1
315	11-N-4	764	470	18	5	9	0	0	0	0	0
315	11-N-9	528	198	13	0	19	0	0	0	0	0

316	13-P-10	30	15	12	0	12	12	0	7	2	1
316	11-N-4	764	470	18	5	9	0	0	0	0	0
316	13-O-10	60	74	79	0	2	8	0	2	0	0

317	13-P-10	30	15	12	0	12	12	0	7	2	1
317	11-N-4	764	470	18	5	9	0	0	0	0	0
317	10-P-1	39	62	46	0	0	0	0	0	0	6

318	13-P-10	30	15	12	0	12	12	0	7	2	1
318	11-N-4	764	470	18	5	9	0	0	0	0	0
318	11-O-10	404	208	6	16	4	0	0	0	0	0

319	13-P-10	30	15	12	0	12	12	0	7	2	1
319	11-N-4	764	470	18	5	9	0	0	0	0	0
319	12-N-3	549	328	77	19	4	0	3	1	2	0

320	13-P-10	30	15	12	0	12	12	0	7	2	1
320	11-N-4	764	470	18	5	9	0	0	0	0	0
320	11-N-1	865	323	59	17	35	0	0	0	4	0

321	13-P-10	30	15	12	0	12	12	0	7	2	1
