Seriation_Number	Assemblage	Parkin_Punctated	Barton/Kent/MPI	Painted	Fortune_Noded	Ranch_Incised	Walls_Engraved	Wallace_Incised	Rhodes_Incised	Vernon_Paul_Applique	Hull_Engraved
645	13-P-10	30	15	12	0	12	12	0	7	2	1
645	13-O-5	923	637	42	12	33	27	14	13	5	2

646	13-N-16	42	56	69	0	1	3	0	0	0	0
646	13-P-10	30	15	12	0	12	12	0	7	2	1
646	12-O-5	204	156	42	7	8	4	2	1	0	0

647	13-N-16	42	56	69	0	1	3	0	0	0	0
647	13-P-10	30	15	12	0	12	12	0	7	2	1
647	11-N-4	764	470	18	5	9	0	0	0	0	0

648	13-N-16	42	56	69	0	1	3	0	0	0	0
648	13-P-10	30	15	12	0	12	12	0	7	2	1
648	13-N-5	35	11	33	0	0	0	0	0	0	0

649	13-N-16	42	56	69	0	1	3	0	0	0	0
649	13-P-10	30	15	12	0	12	12	0	7	2	1
649	13-N-4	71	67	96	0	3	4	0	0	0	0

650	13-N-16	42	56	69	0	1	3	0	0	0	0
650	13-P-10	30	15	12	0	12	12	0	7	2	1
650	13-P-1	244	40	18	1	16	21	0	14	0	6

651	13-N-16	42	56	69	0	1	3	0	0	0	0
651	13-P-10	30	15	12	0	12	12	0	7	2	1
651	13-O-7	590	498	67	10	21	19	12	8	7	1

652	13-N-16	42	56	69	0	1	3	0	0	0	0
652	Holden_Lake	27	294	7	24	2	0	2	1	3	0
652	11-N-9	528	198	13	0	19	0	0	0	0	0

653	13-N-16	42	56	69	0	1	3	0	0	0	0
653	Holden_Lake	27	294	7	24	2	0	2	1	3	0
653	13-O-10	60	74	79	0	2	8	0	2	0	0

654	13-N-16	42	56	69	0	1	3	0	0	0	0
654	Holden_Lake	27	294	7	24	2	0	2	1	3	0
654	10-P-1	39	62	46	0	0	0	0	0	0	6

655	13-N-16	42	56	69	0	1	3	0	0	0	0
655	Holden_Lake	27	294	7	24	2	0	2	1	3	0
655	11-O-10	404	208	6	16	4	0	0	0	0	0

656	13-N-16	42	56	69	0	1	3	0	0	0	0
656	Holden_Lake	27	294	7	24	2	0	2	1	3	0
656	12-N-3	549	328	77	19	4	0	3	1	2	0

657	13-N-16	42	56	69	0	1	3	0	0	0	0
657	Holden_Lake	27	294	7	24	2	0	2	1	3	0
657	11-N-1	865	323	59	17	35	0	0	0	4	0

658	13-N-16	42	56	69	0	1	3	0	0	0	0
658	Holden_Lake	27	294	7	24	2	0	2	1	3	0
658	13-O-5	923	637	42	12	33	27	14	13	5	2

659	13-N-16	42	56	69	0	1	3	0	0	0	0
659	Holden_Lake	27	294	7	24	2	0	2	1	3	0
659	12-O-5	204	156	42	7	8	4	2	1	0	0

660	13-N-16	42	56	69	0	1	3	0	0	0	0
660	Holden_Lake	27	294	7	24	2	0	2	1	3	0
660	11-N-4	764	470	18	5	9	0	0	0	0	0

661	13-N-16	42	56	69	0	1	3	0	0	0	0
661	Holden_Lake	27	294	7	24	2	0	2	1	3	0
661	13-N-5	35	11	33	0	0	0	0	0	0	0

662	13-N-16	42	56	69	0	1	3	0	0	0	0
662	Holden_Lake	27	294	7	24	2	0	2	1	3	0
662	13-N-4	71	67	96	0	3	4	0	0	0	0

663	13-N-16	42	56	69	0	1	3	0	0	0	0
663	Holden_Lake	27	294	7	24	2	0	2	1	3	0
663	13-P-1	244	40	18	1	16	21	0	14	0	6

664	13-N-16	42	56	69	0	1	3	0	0	0	0
664	Holden_Lake	27	294	7	24	2	0	2	1	3	0
664	13-O-7	590	498	67	10	21	19	12	8	7	1

665	13-N-16	42	56	69	0	1	3	0	0	0	0
665	Holden_Lake	27	294	7	24	2	0	2	1	3	0
665	13-P-10	30	15	12	0	12	12	0	7	2	1

666	13-N-16	42	56	69	0	1	3	0	0	0	0
666	13-O-11	35	65	24	0	0	2	0	1	0	1
666	11-N-9	528	198	13	0	19	0	0	0	0	0

667	13-N-16	42	56	69	0	1	3	0	0	0	0
667	13-O-11	35	65	24	0	0	2	0	1	0	1
667	13-O-10	60	74	79	0	2	8	0	2	0	0

668	13-N-16	42	56	69	0	1	3	0	0	0	0
668	13-O-11	35	65	24	0	0	2	0	1	0	1
668	10-P-1	39	62	46	0	0	0	0	0	0	6

669	13-N-16	42	56	69	0	1	3	0	0	0	0
669	13-O-11	35	65	24	0	0	2	0	1	0	1
669	11-O-10	404	208	6	16	4	0	0	0	0	0

670	13-N-16	42	56	69	0	1	3	0	0	0	0
670	13-O-11	35	65	24	0	0	2	0	1	0	1
670	12-N-3	549	328	77	19	4	0	3	1	2	0

671	13-N-16	42	56	69	0	1	3	0	0	0	0
671	13-O-11	35	65	24	0	0	2	0	1	0	1
671	11-N-1	865	323	59	17	35	0	0	0	4	0

672	13-N-16	42	56	69	0	1	3	0	0	0	0
672	13-O-11	35	65	24	0	0	2	0	1	0	1
672	13-O-5	923	637	42	12	33	27	14	13	5	2

673	13-N-16	42	56	69	0	1	3	0	0	0	0
673	13-O-11	35	65	24	0	0	2	0	1	0	1
673	12-O-5	204	156	42	7	8	4	2	1	0	0

674	13-N-16	42	56	69	0	1	3	0	0	0	0
674	13-O-11	35	65	24	0	0	2	0	1	0	1
674	11-N-4	764	470	18	5	9	0	0	0	0	0

675	13-N-16	42	56	69	0	1	3	0	0	0	0
675	13-O-11	35	65	24	0	0	2	0	1	0	1
675	13-N-5	35	11	33	0	0	0	0	0	0	0

676	13-N-16	42	56	69	0	1	3	0	0	0	0
676	13-O-11	35	65	24	0	0	2	0	1	0	1
676	13-N-4	71	67	96	0	3	4	0	0	0	0

677	13-N-16	42	56	69	0	1	3	0	0	0	0
677	13-O-11	35	65	24	0	0	2	0	1	0	1
677	13-P-1	244	40	18	1	16	21	0	14	0	6

678	13-N-16	42	56	69	0	1	3	0	0	0	0
678	13-O-11	35	65	24	0	0	2	0	1	0	1
678	13-O-7	590	498	67	10	21	19	12	8	7	1

679	13-N-16	42	56	69	0	1	3	0	0	0	0
679	13-O-11	35	65	24	0	0	2	0	1	0	1
679	13-P-10	30	15	12	0	12	12	0	7	2	1

680	13-N-16	42	56	69	0	1	3	0	0	0	0
680	13-O-11	35	65	24	0	0	2	0	1	0	1
680	Holden_Lake	27	294	7	24	2	0	2	1	3	0

681	13-P-8	83	25	43	0	18	17	0	3	0	3
681	13-O-10	60	74	79	0	2	8	0	2	0	0
681	11-N-9	528	198	13	0	19	0	0	0	0	0

682	13-P-8	83	25	43	0	18	17	0	3	0	3
682	10-P-1	39	62	46	0	0	0	0	0	0	6
682	11-N-9	528	198	13	0	19	0	0	0	0	0

683	13-P-8	83	25	43	0	18	17	0	3	0	3
683	10-P-1	39	62	46	0	0	0	0	0	0	6
683	13-O-10	60	74	79	0	2	8	0	2	0	0

684	13-P-8	83	25	43	0	18	17	0	3	0	3
684	11-O-10	404	208	6	16	4	0	0	0	0	0
684	11-N-9	528	198	13	0	19	0	0	0	0	0

685	13-P-8	83	25	43	0	18	17	0	3	0	3
685	11-O-10	404	208	6	16	4	0	0	0	0	0
685	13-O-10	60	74	79	0	2	8	0	2	0	0

686	13-P-8	83	25	43	0	18	17	0	3	0	3
686	11-O-10	404	208	6	16	4	0	0	0	0	0
686	10-P-1	39	62	46	0	0	0	0	0	0	6

687	13-P-8	83	25	43	0	18	17	0	3	0	3
687	12-N-3	549	328	77	19	4	0	3	1	2	0
687	11-N-9	528	198	13	0	19	0	0	0	0	0

688	13-P-8	83	25	43	0	18	17	0	3	0	3
688	12-N-3	549	328	77	19	4	0	3	1	2	0
688	13-O-10	60	74	79	0	2	8	0	2	0	0

689	13-P-8	83	25	43	0	18	17	0	3	0	3
689	12-N-3	549	328	77	19	4	0	3	1	2	0
689	10-P-1	39	62	46	0	0	0	0	0	0	6

690	13-P-8	83	25	43	0	18	17	0	3	0	3
690	12-N-3	549	328	77	19	4	0	3	1	2	0
690	11-O-10	404	208	6	16	4	0	0	0	0	0

691	13-P-8	83	25	43	0	18	17	0	3	0	3
691	11-N-1	865	323	59	17	35	0	0	0	4	0
691	11-N-9	528	198	13	0	19	0	0	0	0	0

692	13-P-8	83	25	43	0	18	17	0	3	0	3
692	11-N-1	865	323	59	17	35	0	0	0	4	0
692	13-O-10	60	74	79	0	2	8	0	2	0	0

693	13-P-8	83	25	43	0	18	17	0	3	0	3
693	11-N-1	865	323	59	17	35	0	0	0	4	0
693	10-P-1	39	62	46	0	0	0	0	0	0	6

694	13-P-8	83	25	43	0	18	17	0	3	0	3
694	11-N-1	865	323	59	17	35	0	0	0	4	0
694	11-O-10	404	208	6	16	4	0	0	0	0	0

695	13-P-8	83	25	43	0	18	17	0	3	0	3
695	11-N-1	865	323	59	17	35	0	0	0	4	0
695	12-N-3	549	328	77	19	4	0	3	1	2	0

696	13-P-8	83	25	43	0	18	17	0	3	0	3
696	13-O-5	923	637	42	12	33	27	14	13	5	2
696	11-N-9	528	198	13	0	19	0	0	0	0	0

697	13-P-8	83	25	43	0	18	17	0	3	0	3
697	13-O-5	923	637	42	12	33	27	14	13	5	2
697	13-O-10	60	74	79	0	2	8	0	2	0	0

698	13-P-8	83	25	43	0	18	17	0	3	0	3
698	13-O-5	923	637	42	12	33	27	14	13	5	2
698	10-P-1	39	62	46	0	0	0	0	0	0	6

699	13-P-8	83	25	43	0	18	17	0	3	0	3
699	13-O-5	923	637	42	12	33	27	14	13	5	2
699	11-O-10	404	208	6	16	4	0	0	0	0	0

700	13-P-8	83	25	43	0	18	17	0	3	0	3
700	13-O-5	923	637	42	12	33	27	14	13	5	2
700	12-N-3	549	328	77	19	4	0	3	1	2	0

701	13-P-8	83	25	43	0	18	17	0	3	0	3
701	13-O-5	923	637	42	12	33	27	14	13	5	2
701	11-N-1	865	323	59	17	35	0	0	0	4	0

702	13-P-8	83	25	43	0	18	17	0	3	0	3
702	12-O-5	204	156	42	7	8	4	2	1	0	0
702	11-N-9	528	198	13	0	19	0	0	0	0	0

703	13-P-8	83	25	43	0	18	17	0	3	0	3
703	12-O-5	204	156	42	7	8	4	2	1	0	0
703	13-O-10	60	74	79	0	2	8	0	2	0	0

704	13-P-8	83	25	43	0	18	17	0	3	0	3
704	12-O-5	204	156	42	7	8	4	2	1	0	0
704	10-P-1	39	62	46	0	0	0	0	0	0	6

705	13-P-8	83	25	43	0	18	17	0	3	0	3
705	12-O-5	204	156	42	7	8	4	2	1	0	0
705	11-O-10	404	208	6	16	4	0	0	0	0	0

706	13-P-8	83	25	43	0	18	17	0	3	0	3
706	12-O-5	204	156	42	7	8	4	2	1	0	0
706	12-N-3	549	328	77	19	4	0	3	1	2	0

707	13-P-8	83	25	43	0	18	17	0	3	0	3
707	12-O-5	204	156	42	7	8	4	2	1	0	0
707	11-N-1	865	323	59	17	35	0	0	0	4	0

708	13-P-8	83	25	43	0	18	17	0	3	0	3
708	12-O-5	204	156	42	7	8	4	2	1	0	0
708	13-O-5	923	637	42	12	33	27	14	13	5	2

709	13-P-8	83	25	43	0	18	17	0	3	0	3
709	11-N-4	764	470	18	5	9	0	0	0	0	0
709	11-N-9	528	198	13	0	19	0	0	0	0	0

710	13-P-8	83	25	43	0	18	17	0	3	0	3
710	11-N-4	764	470	18	5	9	0	0	0	0	0
710	13-O-10	60	74	79	0	2	8	0	2	0	0

711	13-P-8	83	25	43	0	18	17	0	3	0	3
711	11-N-4	764	470	18	5	9	0	0	0	0	0
711	10-P-1	39	62	46	0	0	0	0	0	0	6

712	13-P-8	83	25	43	0	18	17	0	3	0	3
712	11-N-4	764	470	18	5	9	0	0	0	0	0
712	11-O-10	404	208	6	16	4	0	0	0	0	0

713	13-P-8	83	25	43	0	18	17	0	3	0	3
713	11-N-4	764	470	18	5	9	0	0	0	0	0
713	12-N-3	549	328	77	19	4	0	3	1	2	0

714	13-P-8	83	25	43	0	18	17	0	3	0	3
714	11-N-4	764	470	18	5	9	0	0	0	0	0
714	11-N-1	865	323	59	17	35	0	0	0	4	0

715	13-P-8	83	25	43	0	18	17	0	3	0	3
715	11-N-4	764	470	18	5	9	0	0	0	0	0
715	13-O-5	923	637	42	12	33	27	14	13	5	2

716	13-P-8	83	25	43	0	18	17	0	3	0	3
716	11-N-4	764	470	18	5	9	0	0	0	0	0
716	12-O-5	204	156	42	7	8	4	2	1	0	0

717	13-P-8	83	25	43	0	18	17	0	3	0	3
717	13-N-5	35	11	33	0	0	0	0	0	0	0
717	11-N-9	528	198	13	0	19	0	0	0	0	0

718	13-P-8	83	25	43	0	18	17	0	3	0	3
718	13-N-5	35	11	33	0	0	0	0	0	0	0
718	13-O-10	60	74	79	0	2	8	0	2	0	0

719	13-P-8	83	25	43	0	18	17	0	3	0	3
719	13-N-5	35	11	33	0	0	0	0	0	0	0
719	10-P-1	39	62	46	0	0	0	0	0	0	6

720	13-P-8	83	25	43	0	18	17	0	3	0	3
720	13-N-5	35	11	33	0	0	0	0	0	0	0
720	11-O-10	404	208	6	16	4	0	0	0	0	0

721	13-P-8	83	25	43	0	18	17	0	3	0	3
721	13-N-5	35	11	33	0	0	0	0	0	0	0
721	12-N-3	549	328	77	19	4	0	3	1	2	0

722	13-P-8	83	25	43	0	18	17	0	3	0	3
722	13-N-5	35	11	33	0	0	0	0	0	0	0
722	11-N-1	865	323	59	17	35	0	0	0	4	0

723	13-P-8	83	25	43	0	18	17	0	3	0	3
723	13-N-5	35	11	33	0	0	0	0	0	0	0
723	13-O-5	923	637	42	12	33	27	14	13	5	2

724	13-P-8	83	25	43	0	18	17	0	3	0	3
724	13-N-5	35	11	33	0	0	0	0	0	0	0
724	12-O-5	204	156	42	7	8	4	2	1	0	0

725	13-P-8	83	25	43	0	18	17	0	3	0	3
725	13-N-5	35	11	33	0	0	0	0	0	0	0
725	11-N-4	764	470	18	5	9	0	0	0	0	0

726	13-P-8	83	25	43	0	18	17	0	3	0	3
726	13-N-4	71	67	96	0	3	4	0	0	0	0
726	11-N-9	528	198	13	0	19	0	0	0	0	0

727	13-P-8	83	25	43	0	18	17	0	3	0	3
727	13-N-4	71	67	96	0	3	4	0	0	0	0
727	13-O-10	60	74	79	0	2	8	0	2	0	0

728	13-P-8	83	25	43	0	18	17	0	3	0	3
728	13-N-4	71	67	96	0	3	4	0	0	0	0
728	10-P-1	39	62	46	0	0	0	0	0	0	6

729	13-P-8	83	25	43	0	18	17	0	3	0	3
729	13-N-4	71	67	96	0	3	4	0	0	0	0
729	11-O-10	404	208	6	16	4	0	0	0	0	0

730	13-P-8	83	25	43	0	18	17	0	3	0	3
730	13-N-4	71	67	96	0	3	4	0	0	0	0
730	12-N-3	549	328	77	19	4	0	3	1	2	0

731	13-P-8	83	25	43	0	18	17	0	3	0	3
731	13-N-4	71	67	96	0	3	4	0	0	0	0
731	11-N-1	865	323	59	17	35	0	0	0	4	0

732	13-P-8	83	25	43	0	18	17	0	3	0	3
732	13-N-4	71	67	96	0	3	4	0	0	0	0
732	13-O-5	923	637	42	12	33	27	14	13	5	2

733	13-P-8	83	25	43	0	18	17	0	3	0	3
733	13-N-4	71	67	96	0	3	4	0	0	0	0
733	12-O-5	204	156	42	7	8	4	2	1	0	0

734	13-P-8	83	25	43	0	18	17	0	3	0	3
734	13-N-4	71	67	96	0	3	4	0	0	0	0
734	11-N-4	764	470	18	5	9	0	0	0	0	0

735	13-P-8	83	25	43	0	18	17	0	3	0	3
735	13-N-4	71	67	96	0	3	4	0	0	0	0
735	13-N-5	35	11	33	0	0	0	0	0	0	0

736	13-P-8	83	25	43	0	18	17	0	3	0	3
736	13-P-1	244	40	18	1	16	21	0	14	0	6
736	11-N-9	528	198	13	0	19	0	0	0	0	0

737	13-P-8	83	25	43	0	18	17	0	3	0	3
737	13-P-1	244	40	18	1	16	21	0	14	0	6
737	13-O-10	60	74	79	0	2	8	0	2	0	0

738	13-P-8	83	25	43	0	18	17	0	3	0	3
738	13-P-1	244	40	18	1	16	21	0	14	0	6
738	11-O-10	404	208	6	16	4	0	0	0	0	0

739	13-P-8	83	25	43	0	18	17	0	3	0	3
739	13-P-1	244	40	18	1	16	21	0	14	0	6
739	12-N-3	549	328	77	19	4	0	3	1	2	0

740	13-P-8	83	25	43	0	18	17	0	3	0	3
740	13-P-1	244	40	18	1	16	21	0	14	0	6
740	11-N-1	865	323	59	17	35	0	0	0	4	0

741	13-P-8	83	25	43	0	18	17	0	3	0	3
741	13-P-1	244	40	18	1	16	21	0	14	0	6
741	13-O-5	923	637	42	12	33	27	14	13	5	2

742	13-P-8	83	25	43	0	18	17	0	3	0	3
742	13-P-1	244	40	18	1	16	21	0	14	0	6
742	12-O-5	204	156	42	7	8	4	2	1	0	0

743	13-P-8	83	25	43	0	18	17	0	3	0	3
743	13-P-1	244	40	18	1	16	21	0	14	0	6
743	11-N-4	764	470	18	5	9	0	0	0	0	0

744	13-P-8	83	25	43	0	18	17	0	3	0	3
744	13-P-1	244	40	18	1	16	21	0	14	0	6
744	13-N-5	35	11	33	0	0	0	0	0	0	0

745	13-P-8	83	25	43	0	18	17	0	3	0	3
745	13-P-1	244	40	18	1	16	21	0	14	0	6
745	13-N-4	71	67	96	0	3	4	0	0	0	0

746	13-P-8	83	25	43	0	18	17	0	3	0	3
746	13-O-7	590	498	67	10	21	19	12	8	7	1
746	11-N-9	528	198	13	0	19	0	0	0	0	0

747	13-P-8	83	25	43	0	18	17	0	3	0	3
747	13-O-7	590	498	67	10	21	19	12	8	7	1
747	13-O-10	60	74	79	0	2	8	0	2	0	0

748	13-P-8	83	25	43	0	18	17	0	3	0	3
748	13-O-7	590	498	67	10	21	19	12	8	7	1
748	10-P-1	39	62	46	0	0	0	0	0	0	6

749	13-P-8	83	25	43	0	18	17	0	3	0	3
749	13-O-7	590	498	67	10	21	19	12	8	7	1
749	11-O-10	404	208	6	16	4	0	0	0	0	0

750	13-P-8	83	25	43	0	18	17	0	3	0	3
750	13-O-7	590	498	67	10	21	19	12	8	7	1
750	12-N-3	549	328	77	19	4	0	3	1	2	0

751	13-P-8	83	25	43	0	18	17	0	3	0	3
751	13-O-7	590	498	67	10	21	19	12	8	7	1
751	11-N-1	865	323	59	17	35	0	0	0	4	0

752	13-P-8	83	25	43	0	18	17	0	3	0	3
752	13-O-7	590	498	67	10	21	19	12	8	7	1
752	13-O-5	923	637	42	12	33	27	14	13	5	2

753	13-P-8	83	25	43	0	18	17	0	3	0	3
753	13-O-7	590	498	67	10	21	19	12	8	7	1
753	12-O-5	204	156	42	7	8	4	2	1	0	0

754	13-P-8	83	25	43	0	18	17	0	3	0	3
754	13-O-7	590	498	67	10	21	19	12	8	7	1
754	11-N-4	764	470	18	5	9	0	0	0	0	0

755	13-P-8	83	25	43	0	18	17	0	3	0	3
755	13-O-7	590	498	67	10	21	19	12	8	7	1
755	13-N-5	35	11	33	0	0	0	0	0	0	0

756	13-P-8	83	25	43	0	18	17	0	3	0	3
756	13-O-7	590	498	67	10	21	19	12	8	7	1
756	13-N-4	71	67	96	0	3	4	0	0	0	0

757	13-P-8	83	25	43	0	18	17	0	3	0	3
757	13-O-7	590	498	67	10	21	19	12	8	7	1
757	13-P-1	244	40	18	1	16	21	0	14	0	6

758	13-P-8	83	25	43	0	18	17	0	3	0	3
758	13-P-10	30	15	12	0	12	12	0	7	2	1
758	11-N-9	528	198	13	0	19	0	0	0	0	0

759	13-P-8	83	25	43	0	18	17	0	3	0	3
759	13-P-10	30	15	12	0	12	12	0	7	2	1
759	13-O-10	60	74	79	0	2	8	0	2	0	0

760	13-P-8	83	25	43	0	18	17	0	3	0	3
760	13-P-10	30	15	12	0	12	12	0	7	2	1
760	10-P-1	39	62	46	0	0	0	0	0	0	6

761	13-P-8	83	25	43	0	18	17	0	3	0	3
761	13-P-10	30	15	12	0	12	12	0	7	2	1
761	11-O-10	404	208	6	16	4	0	0	0	0	0

762	13-P-8	83	25	43	0	18	17	0	3	0	3
762	13-P-10	30	15	12	0	12	12	0	7	2	1
762	12-N-3	549	328	77	19	4	0	3	1	2	0

763	13-P-8	83	25	43	0	18	17	0	3	0	3
763	13-P-10	30	15	12	0	12	12	0	7	2	1
763	11-N-1	865	323	59	17	35	0	0	0	4	0

764	13-P-8	83	25	43	0	18	17	0	3	0	3
764	13-P-10	30	15	12	0	12	12	0	7	2	1
764	13-O-5	923	637	42	12	33	27	14	13	5	2

765	13-P-8	83	25	43	0	18	17	0	3	0	3
765	13-P-10	30	15	12	0	12	12	0	7	2	1
765	12-O-5	204	156	42	7	8	4	2	1	0	0

766	13-P-8	83	25	43	0	18	17	0	3	0	3
766	13-P-10	30	15	12	0	12	12	0	7	2	1
766	11-N-4	764	470	18	5	9	0	0	0	0	0

767	13-P-8	83	25	43	0	18	17	0	3	0	3
767	13-P-10	30	15	12	0	12	12	0	7	2	1
767	13-N-5	35	11	33	0	0	0	0	0	0	0

768	13-P-8	83	25	43	0	18	17	0	3	0	3
768	13-P-10	30	15	12	0	12	12	0	7	2	1
768	13-N-4	71	67	96	0	3	4	0	0	0	0

769	13-P-8	83	25	43	0	18	17	0	3	0	3
769	13-P-10	30	15	12	0	12	12	0	7	2	1
769	13-P-1	244	40	18	1	16	21	0	14	0	6

770	13-P-8	83	25	43	0	18	17	0	3	0	3
770	13-P-10	30	15	12	0	12	12	0	7	2	1
770	13-O-7	590	498	67	10	21	19	12	8	7	1

771	13-P-8	83	25	43	0	18	17	0	3	0	3
771	Holden_Lake	27	294	7	24	2	0	2	1	3	0
771	11-N-9	528	198	13	0	19	0	0	0	0	0

772	13-P-8	83	25	43	0	18	17	0	3	0	3
772	Holden_Lake	27	294	7	24	2	0	2	1	3	0
772	13-O-10	60	74	79	0	2	8	0	2	0	0

773	13-P-8	83	25	43	0	18	17	0	3	0	3
773	Holden_Lake	27	294	7	24	2	0	2	1	3	0
773	10-P-1	39	62	46	0	0	0	0	0	0	6

774	13-P-8	83	25	43	0	18	17	0	3	0	3
774	Holden_Lake	27	294	7	24	2	0	2	1	3	0
774	11-O-10	404	208	6	16	4	0	0	0	0	0

775	13-P-8	83	25	43	0	18	17	0	3	0	3
775	Holden_Lake	27	294	7	24	2	0	2	1	3	0
775	12-N-3	549	328	77	19	4	0	3	1	2	0

776	13-P-8	83	25	43	0	18	17	0	3	0	3
776	Holden_Lake	27	294	7	24	2	0	2	1	3	0
776	11-N-1	865	323	59	17	35	0	0	0	4	0

777	13-P-8	83	25	43	0	18	17	0	3	0	3
777	Holden_Lake	27	294	7	24	2	0	2	1	3	0
777	13-O-5	923	637	42	12	33	27	14	13	5	2

778	13-P-8	83	25	43	0	18	17	0	3	0	3
778	Holden_Lake	27	294	7	24	2	0	2	1	3	0
778	12-O-5	204	156	42	7	8	4	2	1	0	0

779	13-P-8	83	25	43	0	18	17	0	3	0	3
779	Holden_Lake	27	294	7	24	2	0	2	1	3	0
779	11-N-4	764	470	18	5	9	0	0	0	0	0

780	13-P-8	83	25	43	0	18	17	0	3	0	3
780	Holden_Lake	27	294	7	24	2	0	2	1	3	0
780	13-N-5	35	11	33	0	0	0	0	0	0	0

781	13-P-8	83	25	43	0	18	17	0	3	0	3
781	Holden_Lake	27	294	7	24	2	0	2	1	3	0
781	13-N-4	71	67	96	0	3	4	0	0	0	0

782	13-P-8	83	25	43	0	18	17	0	3	0	3
782	Holden_Lake	27	294	7	24	2	0	2	1	3	0
782	13-P-1	244	40	18	1	16	21	0	14	0	6

783	13-P-8	83	25	43	0	18	17	0	3	0	3
783	Holden_Lake	27	294	7	24	2	0	2	1	3	0
783	13-O-7	590	498	67	10	21	19	12	8	7	1

784	13-P-8	83	25	43	0	18	17	0	3	0	3
784	Holden_Lake	27	294	7	24	2	0	2	1	3	0
784	13-P-10	30	15	12	0	12	12	0	7	2	1

785	13-P-8	83	25	43	0	18	17	0	3	0	3
785	13-O-11	35	65	24	0	0	2	0	1	0	1
785	11-N-9	528	198	13	0	19	0	0	0	0	0

786	13-P-8	83	25	43	0	18	17	0	3	0	3
786	13-O-11	35	65	24	0	0	2	0	1	0	1
786	13-O-10	60	74	79	0	2	8	0	2	0	0

787	13-P-8	83	25	43	0	18	17	0	3	0	3
787	13-O-11	35	65	24	0	0	2	0	1	0	1
787	10-P-1	39	62	46	0	0	0	0	0	0	6

788	13-P-8	83	25	43	0	18	17	0	3	0	3
788	13-O-11	35	65	24	0	0	2	0	1	0	1
788	11-O-10	404	208	6	16	4	0	0	0	0	0

789	13-P-8	83	25	43	0	18	17	0	3	0	3
789	13-O-11	35	65	24	0	0	2	0	1	0	1
789	12-N-3	549	328	77	19	4	0	3	1	2	0

790	13-P-8	83	25	43	0	18	17	0	3	0	3
790	13-O-11	35	65	24	0	0	2	0	1	0	1
790	11-N-1	865	323	59	17	35	0	0	0	4	0

791	13-P-8	83	25	43	0	18	17	0	3	0	3
791	13-O-11	35	65	24	0	0	2	0	1	0	1
791	13-O-5	923	637	42	12	33	27	14	13	5	2

792	13-P-8	83	25	43	0	18	17	0	3	0	3
792	13-O-11	35	65	24	0	0	2	0	1	0	1
792	12-O-5	204	156	42	7	8	4	2	1	0	0

793	13-P-8	83	25	43	0	18	17	0	3	0	3
793	13-O-11	35	65	24	0	0	2	0	1	0	1
793	11-N-4	764	470	18	5	9	0	0	0	0	0

794	13-P-8	83	25	43	0	18	17	0	3	0	3
794	13-O-11	35	65	24	0	0	2	0	1	0	1
794	13-N-5	35	11	33	0	0	0	0	0	0	0

795	13-P-8	83	25	43	0	18	17	0	3	0	3
795	13-O-11	35	65	24	0	0	2	0	1	0	1
795	13-N-4	71	67	96	0	3	4	0	0	0	0

796	13-P-8	83	25	43	0	18	17	0	3	0	3
796	13-O-11	35	65	24	0	0	2	0	1	0	1
796	13-P-1	244	40	18	1	16	21	0	14	0	6

797	13-P-8	83	25	43	0	18	17	0	3	0	3
797	13-O-11	35	65	24	0	0	2	0	1	0	1
797	13-O-7	590	498	67	10	21	19	12	8	7	1

798	13-P-8	83	25	43	0	18	17	0	3	0	3
798	13-O-11	35	65	24	0	0	2	0	1	0	1
798	13-P-10	30	15	12	0	12	12	0	7	2	1

799	13-P-8	83	25	43	0	18	17	0	3	0	3
799	13-O-11	35	65	24	0	0	2	0	1	0	1
799	Holden_Lake	27	294	7	24	2	0	2	1	3	0

800	13-P-8	83	25	43	0	18	17	0	3	0	3
800	13-N-16	42	56	69	0	1	3	0	0	0	0
800	11-N-9	528	198	13	0	19	0	0	0	0	0

801	13-P-8	83	25	43	0	18	17	0	3	0	3
801	13-N-16	42	56	69	0	1	3	0	0	0	0
801	13-O-10	60	74	79	0	2	8	0	2	0	0

802	13-P-8	83	25	43	0	18	17	0	3	0	3
802	13-N-16	42	56	69	0	1	3	0	0	0	0
802	10-P-1	39	62	46	0	0	0	0	0	0	6

803	13-P-8	83	25	43	0	18	17	0	3	0	3
803	13-N-16	42	56	69	0	1	3	0	0	0	0
803	11-O-10	404	208	6	16	4	0	0	0	0	0

804	13-P-8	83	25	43	0	18	17	0	3	0	3
804	13-N-16	42	56	69	0	1	3	0	0	0	0
804	12-N-3	549	328	77	19	4	0	3	1	2	0

805	13-P-8	83	25	43	0	18	17	0	3	0	3
805	13-N-16	42	56	69	0	1	3	0	0	0	0
805	11-N-1	865	323	59	17	35	0	0	0	4	0

806	13-P-8	83	25	43	0	18	17	0	3	0	3
806	13-N-16	42	56	69	0	1	3	0	0	0	0
806	13-O-5	923	637	42	12	33	27	14	13	5	2

807	13-P-8	83	25	43	0	18	17	0	3	0	3
807	13-N-16	42	56	69	0	1	3	0	0	0	0
807	12-O-5	204	156	42	7	8	4	2	1	0	0

